rh,ws,at,vp,t,vpt
84.90,1.71,30.08,28.40,25.90,35.27
86.90,1.33,30.24,28.70,25.70,35.17
87.90,4.21,27.56,28.20,25.20,34.51
89.40,6.47,24.58,27.00,24.20,33.11
88.10,5.45,26.56,28.10,25.10,34.37
85.30,5.49,26.70,27.70,25.40,34.54
85.80,1.88,30.52,29.20,26.20,35.84
86.90,3.78,29.16,29.40,26.10,35.80
83.20,5.51,27.22,27.80,25.90,35.07
74.00,4.04,28.59,26.10,26.80,35.41
68.70,4.49,27.94,24.50,27.00,35.09
73.60,3.44,29.11,26.10,26.90,35.51
83.20,1.96,30.17,28.30,26.20,35.54
85.50,1.54,30.26,28.60,25.90,35.34
87.80,4.77,27.47,28.50,25.40,34.81
89.60,7.04,24.51,27.40,24.40,33.44
87.90,5.92,26.36,28.20,25.20,34.51
85.10,6.12,26.39,27.80,25.50,34.67
85.30,1.79,30.68,29.20,26.30,35.94
85.10,4.09,29.21,29.30,26.40,36.07
81.60,5.87,27.10,27.60,26.10,35.21
72.50,4.80,28.02,25.70,26.90,35.38
66.10,5.04,27.69,24.00,27.30,35.22
70.60,3.89,28.89,25.50,27.20,35.62
81.60,2.23,30.11,28.10,26.40,35.67
84.40,1.77,30.13,28.40,26.00,35.37
88.10,5.30,27.13,28.60,25.40,34.84
88.50,7.54,24.36,27.40,24.60,33.64
87.70,6.25,26.26,28.30,25.30,34.64
84.90,6.64,26.16,27.90,25.60,34.81
84.50,1.66,30.84,29.10,26.40,36.00
83.80,4.28,29.24,29.20,26.60,36.24
80.50,6.25,26.87,27.40,26.20,35.24
69.90,5.52,27.52,25.10,27.10,35.38
64.00,5.57,27.36,23.50,27.50,35.26
68.90,4.33,28.52,25.00,27.30,35.55
79.70,2.49,29.87,27.60,26.50,35.61
83.60,1.99,29.88,28.10,26.00,35.27
87.80,5.79,26.75,28.50,25.40,34.81
87.90,7.93,24.03,27.20,24.60,33.58
86.60,6.45,26.16,28.10,25.40,34.67
85.10,6.96,25.80,27.80,25.50,34.67
84.10,1.57,30.71,28.80,26.30,35.80
83.20,4.35,29.13,29.00,26.60,36.17
79.50,6.59,26.66,27.20,26.30,35.28
68.60,6.17,27.20,24.90,27.30,35.52
63.00,6.06,27.18,23.40,27.70,35.42
67.20,4.76,28.32,24.70,27.50,35.65
78.10,2.66,29.71,27.20,26.60,35.58
83.00,2.18,29.68,27.90,26.00,35.21
86.70,6.16,26.53,28.30,25.50,34.84
86.20,8.10,24.04,27.00,24.80,33.71
86.30,6.49,26.10,28.00,25.40,34.64
84.60,7.01,25.87,27.80,25.60,34.77
83.30,1.52,30.81,28.70,26.40,35.87
82.20,4.31,29.19,28.80,26.70,36.20
79.20,6.94,26.39,27.10,26.30,35.24
67.70,6.63,27.21,25.00,27.60,35.85
62.80,6.54,27.11,23.60,27.90,35.69
66.00,5.25,28.41,24.80,27.90,36.08
75.90,2.85,29.78,26.90,26.90,35.78
82.60,2.33,29.84,28.10,26.20,35.47
85.50,6.33,26.74,28.40,25.80,35.17
84.50,8.06,24.50,27.10,25.20,34.14
84.70,6.41,26.45,28.00,25.70,34.94
83.70,6.89,26.32,28.00,25.90,35.14
82.90,1.41,30.98,28.70,26.50,35.97
81.30,4.18,29.64,29.00,27.00,36.57
78.30,7.27,26.52,27.30,26.60,35.61
67.70,7.13,26.86,25.00,27.60,35.85
63.00,7.19,26.69,23.70,27.90,35.72
65.30,5.77,28.11,24.70,28.00,36.15
73.90,2.89,29.82,26.50,27.10,35.85
81.30,2.52,29.88,28.00,26.40,35.64
83.90,6.50,26.76,28.20,26.00,35.31
82.40,7.84,24.89,26.90,25.50,34.38
82.70,6.24,26.81,27.80,26.00,35.17
82.50,6.60,26.69,27.90,26.10,35.31
81.10,1.15,31.43,28.60,26.80,36.24
80.50,3.93,29.89,28.90,27.10,36.64
77.70,7.36,26.69,27.40,26.80,35.84
68.70,7.50,25.84,24.50,27.00,35.09
63.30,7.83,25.54,23.10,27.40,35.02
65.60,6.15,27.15,24.10,27.50,35.45
72.70,2.75,29.49,25.80,26.90,35.41
80.30,2.69,29.49,27.50,26.30,35.38
82.90,6.56,26.45,27.70,25.90,35.04
81.00,7.43,24.88,26.30,25.40,34.08
80.40,5.91,26.94,27.20,26.10,35.08
80.20,6.13,26.92,27.30,26.20,35.21
79.90,0.75,31.42,28.00,26.70,35.94
80.50,3.47,29.58,28.20,26.70,36.01
76.30,7.10,26.71,26.90,26.80,35.68
71.40,7.22,24.14,23.30,25.50,33.19
65.10,8.00,23.63,21.90,26.00,33.23
66.70,5.93,25.54,22.70,26.20,33.69
72.30,2.27,28.43,24.30,26.00,34.02
79.80,2.60,28.43,26.20,25.60,34.25
83.30,6.10,25.44,26.40,25.00,33.71
80.60,6.53,24.41,25.10,24.70,32.98
80.00,5.18,26.19,25.80,25.30,33.81
79.30,5.26,26.37,25.90,25.50,34.05
79.40,0.23,30.65,26.70,26.00,34.81
80.60,2.62,28.81,26.80,25.80,34.64
75.40,6.02,26.30,25.50,26.10,34.52
74.70,5.13,23.77,22.30,24.00,31.36
67.50,6.14,23.20,20.90,24.60,31.50
67.40,4.44,25.09,21.50,25.10,32.20
72.80,1.57,27.66,23.20,25.10,32.76
79.70,2.02,27.77,25.10,24.90,33.18
82.90,4.58,25.41,25.20,24.30,32.62
80.40,4.79,24.57,24.00,24.00,31.92
79.30,3.80,26.19,24.70,24.70,32.85
80.00,3.88,26.20,24.90,24.70,32.92
78.90,0.13,29.76,25.60,25.40,33.85
81.60,1.41,28.39,25.70,24.90,33.38
75.60,4.00,26.55,24.40,25.30,33.35
75.50,3.17,26.97,24.20,25.20,33.19
68.20,4.40,26.34,22.80,25.90,33.42
67.70,3.20,27.85,23.30,26.40,34.09
70.90,1.07,30.30,25.00,26.80,35.05
75.70,1.89,30.29,26.70,26.80,35.61
78.00,3.67,28.54,26.70,26.30,35.11
75.70,3.69,27.97,25.60,26.10,34.55
73.90,2.93,29.50,26.20,26.90,35.55
75.00,2.98,29.59,26.60,26.90,35.68
74.80,0.72,31.91,27.30,27.40,36.41
78.60,0.21,31.50,27.40,26.60,35.64
72.30,2.29,30.21,26.10,27.20,35.81
73.60,3.64,26.74,23.90,25.40,33.29
72.60,6.66,24.66,23.70,25.50,33.32
70.20,4.89,26.37,23.60,26.00,33.79
74.10,3.33,29.55,26.60,27.10,35.88
74.20,9.19,27.14,28.40,28.20,37.57
68.70,10.89,26.92,28.00,29.30,38.54
67.80,10.03,27.25,27.50,29.20,38.28
68.60,8.92,28.60,28.30,29.50,38.84
76.30,8.11,28.62,29.70,28.50,38.30
78.30,4.61,31.17,30.30,28.40,38.40
80.20,3.09,30.74,29.10,27.30,36.90
77.10,2.57,29.98,27.20,26.80,35.78
84.20,3.60,29.45,29.00,26.40,35.97
80.90,0.51,31.08,27.70,26.30,35.44
85.80,0.34,30.97,28.50,25.80,35.21
87.40,1.07,30.95,29.40,26.00,35.70
88.30,2.18,30.28,29.70,26.00,35.80
89.30,1.29,30.53,29.50,25.70,35.44
88.50,1.33,28.71,27.40,24.60,33.64
88.50,2.32,29.88,29.40,25.80,35.50
86.40,0.16,31.79,29.40,26.20,35.90
84.20,4.90,29.80,30.40,27.20,37.23
87.40,0.51,32.61,30.80,26.80,36.96
88.50,2.02,30.89,30.30,26.30,36.30
83.70,2.88,30.05,29.00,26.50,36.07
79.90,0.08,31.42,27.50,26.40,35.48
84.40,0.53,31.00,28.40,26.00,35.37
86.90,1.08,31.05,29.40,26.10,35.80
87.50,1.79,30.62,29.60,26.10,35.87
89.30,0.77,30.90,29.50,25.70,35.44
88.00,0.61,29.32,27.40,24.70,33.74
87.30,1.41,30.55,29.20,25.90,35.54
85.80,0.24,31.67,29.20,26.20,35.84
83.90,4.01,30.39,30.30,27.20,37.20
87.10,0.14,32.83,30.70,26.80,36.93
87.10,2.05,30.87,30.00,26.40,36.30
83.40,1.89,30.71,28.90,26.50,36.04
79.30,0.41,31.12,27.30,26.40,35.41
83.90,0.75,30.95,28.40,26.10,35.47
86.90,0.96,31.13,29.40,26.10,35.80
87.80,1.29,31.00,29.70,26.10,35.90
88.80,0.06,31.49,29.50,25.80,35.54
87.50,0.35,29.60,27.40,24.80,33.84
86.70,0.32,31.25,29.00,25.90,35.47
85.20,0.82,31.20,29.00,26.20,35.77
84.20,3.10,30.90,30.20,27.10,37.07
86.80,0.21,32.75,30.60,26.80,36.90
86.80,2.12,30.78,29.90,26.40,36.27
82.70,1.12,31.32,28.80,26.60,36.10
78.50,0.99,30.78,27.20,26.50,35.48
83.20,1.21,30.69,28.30,26.20,35.54
86.40,1.08,31.15,29.40,26.20,35.90
88.10,0.95,31.27,29.80,26.10,35.93
87.60,0.54,31.19,29.30,25.90,35.57
87.80,1.22,29.02,27.50,24.80,33.88
86.40,0.54,31.06,28.90,25.90,35.44
84.60,1.39,30.73,28.80,26.20,35.70
84.20,2.81,31.10,30.20,27.10,37.07
86.80,0.82,32.32,30.60,26.80,36.90
85.70,2.71,30.40,29.70,26.50,36.30
83.10,0.31,31.16,28.10,26.10,35.37
78.30,1.65,29.69,26.50,26.10,34.85
82.90,1.74,29.82,27.70,25.90,35.04
87.50,1.23,30.38,28.90,25.70,35.24
88.70,0.58,30.96,29.30,25.70,35.37
88.10,1.14,30.04,28.60,25.40,34.84
88.80,2.15,27.71,27.00,24.30,33.21
87.70,1.41,29.65,28.30,25.30,34.64
85.10,2.01,29.57,28.10,25.70,34.97
85.70,2.67,30.43,29.70,26.50,36.30
87.30,1.48,31.13,29.90,26.30,36.17
86.20,3.39,29.20,29.00,26.00,35.57
81.50,0.55,31.12,27.90,26.30,35.51
77.10,2.34,29.37,26.40,26.30,35.01
82.10,2.21,29.56,27.60,26.00,35.11
86.40,1.35,30.49,28.90,25.90,35.44
88.70,0.12,31.29,29.30,25.70,35.37
88.10,1.79,29.59,28.60,25.40,34.84
89.50,3.16,27.06,27.20,24.30,33.28
87.70,2.33,29.01,28.30,25.30,34.64
85.10,2.69,29.09,28.10,25.70,34.97
85.70,2.47,30.57,29.70,26.50,36.30
87.30,2.10,30.70,29.90,26.30,36.17
85.60,4.00,28.70,28.80,26.00,35.50
81.70,1.45,29.60,27.00,25.70,34.61
76.90,2.93,28.03,25.40,25.70,34.08
81.30,2.50,28.66,26.70,25.60,34.41
87.10,1.41,29.59,28.10,25.30,34.57
89.70,0.41,30.25,28.60,25.10,34.54
89.10,2.51,28.25,27.90,24.80,34.01
90.20,4.18,25.65,26.60,23.80,32.58
89.20,3.30,27.40,27.60,24.60,33.71
86.50,3.45,27.63,27.40,25.00,34.04
87.30,2.16,29.86,29.00,25.80,35.37
88.10,2.66,29.44,29.10,25.70,35.30
85.70,4.47,27.45,27.80,25.40,34.57
79.90,2.33,29.08,26.70,25.90,34.71
74.90,3.59,27.80,25.20,26.00,34.32
79.70,2.93,28.49,26.50,25.80,34.55
86.90,1.61,29.58,28.20,25.40,34.71
88.30,0.93,30.05,28.50,25.30,34.71
89.40,3.44,27.63,28.00,24.80,34.04
90.50,5.35,24.87,26.70,23.80,32.61
89.20,4.39,26.64,27.60,24.60,33.71
86.30,4.46,27.05,27.50,25.10,34.18
86.70,1.94,30.11,29.00,25.90,35.47
87.60,3.25,29.13,29.10,25.80,35.40
85.30,5.11,26.96,27.70,25.40,34.54
77.50,3.26,28.93,26.70,26.40,35.21
72.30,4.30,27.91,25.20,26.60,34.92
77.00,3.43,28.74,26.50,26.40,35.15
85.20,1.87,30.00,28.50,25.90,35.31
87.20,1.38,30.24,28.80,25.70,35.20
88.90,4.35,27.56,28.50,25.20,34.61
89.80,6.52,24.75,27.30,24.30,33.31
88.70,5.43,26.47,28.10,25.00,34.27
85.50,5.51,26.85,27.90,25.50,34.71
86.40,1.79,30.65,29.40,26.20,35.90
86.40,3.83,29.22,29.40,26.20,35.90
83.50,5.75,27.08,27.90,25.90,35.11
75.00,4.14,28.48,26.30,26.70,35.38
69.60,4.86,27.65,24.70,26.90,35.05
74.00,3.85,28.72,26.10,26.80,35.41
83.70,2.12,30.12,28.50,26.20,35.61
86.10,1.64,30.26,28.80,25.90,35.40
88.60,4.98,27.25,28.60,25.30,34.74
89.40,7.25,24.50,27.50,24.50,33.58
87.70,6.06,26.40,28.30,25.30,34.64
85.60,6.27,26.48,28.10,25.60,34.87
85.60,1.66,30.81,29.30,26.30,35.97
85.40,4.21,29.16,29.40,26.40,36.10
82.20,6.14,26.98,27.80,26.10,35.27
72.50,4.93,28.23,26.00,27.10,35.68
66.50,5.39,27.65,24.30,27.40,35.42
71.10,4.30,28.80,25.80,27.30,35.81
81.80,2.39,30.33,28.50,26.60,36.01
84.60,1.90,30.37,28.80,26.20,35.70
88.30,5.54,27.29,29.00,25.60,35.17
88.50,7.84,24.45,27.70,24.80,33.94
87.30,6.49,26.36,28.50,25.50,34.91
85.50,6.84,26.38,28.40,25.80,35.17
84.90,1.50,31.15,29.40,26.50,36.20
83.90,4.39,29.33,29.40,26.70,36.40
80.70,6.53,27.00,27.80,26.40,35.57
70.40,5.65,27.63,25.40,27.20,35.58
64.10,5.86,27.32,23.70,27.60,35.42
68.60,4.73,28.51,25.20,27.50,35.82
79.90,2.62,30.11,28.00,26.70,35.94
83.70,2.15,30.10,28.50,26.20,35.61
87.70,5.98,26.92,28.80,25.60,35.10
87.30,8.22,24.22,27.50,24.90,33.98
86.20,6.74,26.22,28.30,25.60,34.94
85.20,7.15,26.13,28.30,25.80,35.14
83.50,1.39,31.23,29.10,26.60,36.20
82.80,4.41,29.35,29.20,26.80,36.44
79.60,6.85,26.65,27.40,26.40,35.44
68.70,6.27,27.00,24.80,27.20,35.38
62.50,6.29,26.82,23.10,27.60,35.22
66.30,5.13,28.09,24.50,27.60,35.69
77.70,2.75,29.92,27.40,26.80,35.84
83.60,2.37,29.61,28.10,26.00,35.27
87.00,6.26,26.49,28.40,25.50,34.87
86.30,8.35,24.03,27.20,24.90,33.88
86.10,6.78,26.03,28.10,25.50,34.77
84.70,7.17,25.92,28.00,25.70,34.94
83.30,1.29,30.97,28.70,26.40,35.87
82.20,4.28,29.21,28.80,26.70,36.20
79.20,7.14,26.25,27.10,26.30,35.24
67.90,6.76,26.85,24.80,27.40,35.58
61.80,6.77,26.68,23.10,27.80,35.42
65.30,5.58,27.95,24.40,27.80,35.85
75.70,2.82,29.94,27.00,27.00,35.91
82.90,2.55,29.72,28.20,26.20,35.51
86.00,6.40,26.59,28.40,25.70,35.07
85.30,8.30,24.27,27.20,25.10,34.08
84.20,6.69,26.36,28.00,25.80,35.04
84.00,7.03,26.25,28.10,25.90,35.17
82.40,1.11,31.29,28.70,26.60,36.07
81.50,4.04,29.61,28.90,26.90,36.44
79.00,7.41,26.19,27.20,26.40,35.38
67.40,7.28,26.72,24.90,27.60,35.82
61.40,7.44,26.32,23.10,27.90,35.52
64.00,6.01,27.78,24.20,28.00,35.99
74.00,2.75,30.09,26.70,27.20,36.01
82.40,2.71,29.71,28.20,26.30,35.61
84.90,6.49,26.73,28.40,25.90,35.27
83.80,8.03,24.76,27.20,25.40,34.38
83.30,6.47,26.71,28.00,26.00,35.24
82.90,6.67,26.84,28.20,26.20,35.51
82.20,0.80,31.64,28.80,26.70,36.20
81.30,3.69,29.99,29.00,27.00,36.57
78.20,7.39,26.57,27.40,26.70,35.74
68.60,7.66,26.16,24.90,27.30,35.52
62.20,8.05,25.69,23.10,27.70,35.32
63.80,6.24,27.45,24.00,27.90,35.82
73.10,2.54,30.13,26.40,27.20,35.91
80.90,2.83,29.93,28.20,26.60,35.91
84.40,6.48,26.84,28.40,26.00,35.37
83.10,7.54,25.33,27.30,25.60,34.61
82.30,6.05,27.21,28.00,26.20,35.44
82.40,6.09,27.34,28.20,26.30,35.61
81.20,0.42,32.11,28.80,26.90,36.40
80.80,3.15,30.47,29.00,27.10,36.67
76.60,6.96,27.30,27.50,27.10,36.18
69.80,7.41,26.03,24.90,27.00,35.22
62.60,8.16,25.38,23.00,27.50,35.09
63.40,5.90,27.49,23.70,27.80,35.62
71.90,2.09,30.45,26.10,27.30,35.91
80.50,2.73,30.10,28.20,26.70,36.01
83.70,6.04,27.21,28.30,26.10,35.44
82.10,6.62,26.18,27.30,25.80,34.81
81.30,5.24,27.97,28.00,26.40,35.64
81.20,5.17,28.32,28.30,26.60,35.94
80.10,0.02,32.72,28.90,27.20,36.74
80.50,2.30,31.03,28.90,27.10,36.64
75.50,5.73,28.33,27.40,27.30,36.34
72.30,5.50,26.77,24.90,26.40,34.62
64.10,6.39,26.22,23.00,27.10,34.69
64.00,4.44,28.15,23.50,27.50,35.26
71.10,1.47,30.79,25.80,27.30,35.81
79.70,2.15,30.57,28.10,26.80,36.07
82.90,4.63,28.27,28.20,26.20,35.51
81.70,4.85,27.51,27.30,25.90,34.91
80.10,3.75,29.18,27.90,26.60,35.81
80.30,3.65,29.58,28.30,26.80,36.14
78.40,0.18,32.88,28.80,27.50,37.00
80.50,1.19,31.80,28.90,27.10,36.64
74.30,3.86,29.81,27.30,27.50,36.51
74.80,3.32,27.83,25.00,25.90,34.15
66.30,4.30,27.21,23.10,26.60,34.22
64.50,3.06,28.88,23.40,27.30,35.02
70.60,1.00,31.21,25.80,27.40,35.91
78.50,1.83,30.96,28.00,27.00,36.24
81.00,3.56,29.12,27.90,26.40,35.61
79.60,3.51,28.69,27.10,26.20,35.14
78.70,2.64,30.26,27.90,26.90,36.11
79.30,2.57,30.54,28.30,27.00,36.34
77.50,0.59,32.79,28.80,27.70,37.20
79.80,0.12,32.62,28.80,27.20,36.70
72.90,2.26,31.06,27.10,27.70,36.64
85.30,3.28,29.64,29.20,26.30,35.94
82.00,0.26,31.23,27.90,26.20,35.41
86.10,0.46,30.92,28.60,25.80,35.24
88.20,1.15,30.83,29.50,25.90,35.64
89.20,2.29,30.30,30.00,26.00,35.90
89.40,1.31,30.68,29.70,25.80,35.60
89.00,1.42,28.85,27.70,24.70,33.84
88.50,2.49,29.93,29.60,25.90,35.67
87.30,0.40,31.72,29.70,26.20,36.00
85.30,4.79,29.85,30.60,27.10,37.20
88.20,0.42,32.60,30.90,26.70,36.90
89.10,2.15,30.86,30.50,26.30,36.37
85.30,2.17,30.42,29.20,26.30,35.94
80.60,0.18,31.28,27.60,26.30,35.41
85.20,0.60,30.89,28.50,25.90,35.31
87.40,0.94,31.04,29.40,26.00,35.70
88.70,1.69,30.82,30.00,26.10,36.00
89.10,0.68,31.09,29.60,25.80,35.57
88.50,0.74,29.42,27.70,24.80,33.94
88.50,1.44,30.49,29.40,25.80,35.50
86.40,0.03,31.88,29.40,26.20,35.90
85.00,3.24,30.90,30.50,27.10,37.17
87.90,0.12,32.78,30.80,26.70,36.86
88.20,1.80,31.01,30.20,26.30,36.27
85.30,1.17,30.65,28.70,26.00,35.47
80.40,0.56,30.68,27.20,26.10,35.08
85.10,0.71,30.48,28.10,25.70,34.97
88.40,0.65,30.88,29.20,25.70,35.34
89.10,1.17,30.75,29.60,25.80,35.57
89.70,0.04,31.14,29.30,25.50,35.17
89.60,0.01,29.44,27.40,24.40,33.44
88.50,0.51,30.68,28.90,25.50,35.04
86.70,0.42,31.18,29.00,25.90,35.47
85.90,2.09,31.17,30.10,26.70,36.63
88.30,0.06,32.39,30.40,26.40,36.43
88.30,1.61,30.67,29.70,26.00,35.80
84.80,0.72,31.07,28.70,26.10,35.57
79.60,0.95,30.48,27.10,26.20,35.14
84.00,1.06,30.43,28.10,25.90,35.17
87.30,0.76,31.00,29.20,25.90,35.54
89.10,0.93,30.92,29.60,25.80,35.57
89.40,0.41,30.85,29.20,25.50,35.14
89.10,0.69,29.06,27.40,24.50,33.54
88.20,0.14,30.91,28.80,25.50,35.00
85.30,0.98,30.79,28.70,26.00,35.47
85.10,1.97,31.32,30.00,26.80,36.70
87.50,0.52,32.14,30.30,26.50,36.50
87.50,2.11,30.39,29.60,26.10,35.87
83.90,0.24,31.30,28.40,26.10,35.47
79.20,1.43,29.94,26.80,26.10,34.94
83.60,1.50,29.92,27.80,25.80,34.97
87.30,0.90,30.74,29.00,25.80,35.37
89.10,0.63,31.13,29.60,25.80,35.57
89.00,0.88,30.32,28.90,25.40,34.94
89.60,1.43,28.44,27.40,24.40,33.44
87.80,0.81,30.24,28.50,25.40,34.81
85.50,1.53,30.10,28.40,25.80,35.17
85.80,1.94,31.11,29.90,26.60,36.47
87.40,0.99,31.64,30.10,26.40,36.33
86.80,2.68,29.76,29.20,26.00,35.64
82.60,0.40,31.19,28.10,26.20,35.47
78.20,2.14,29.48,26.60,26.20,34.98
82.90,2.06,29.60,27.70,25.90,35.04
87.60,1.11,30.63,29.10,25.80,35.40
88.80,0.18,31.41,29.50,25.80,35.54
89.00,1.51,29.88,28.90,25.40,34.94
89.60,2.44,27.73,27.40,24.40,33.44
88.00,1.69,29.49,28.40,25.30,34.67
85.70,2.23,29.48,28.30,25.70,35.04
86.30,1.94,31.01,29.90,26.50,36.37
87.60,1.57,31.10,30.00,26.30,36.20
85.90,3.40,29.16,28.90,26.00,35.54
82.00,1.17,30.59,27.90,26.20,35.41
77.30,2.74,28.96,26.30,26.20,34.88
81.50,2.42,29.35,27.40,26.00,35.04
87.00,1.23,30.48,28.90,25.80,35.34
88.50,0.35,31.26,29.40,25.80,35.50
89.30,2.21,29.26,28.80,25.30,34.80
90.20,3.50,26.89,27.40,24.30,33.34
87.90,2.63,28.67,28.20,25.20,34.51
86.10,2.96,28.70,28.10,25.50,34.77
86.20,1.75,30.98,29.70,26.40,36.20
87.60,2.13,30.54,29.80,26.20,36.03
85.50,3.89,28.62,28.60,25.90,35.34
80.30,2.09,29.91,27.50,26.30,35.38
75.70,3.60,28.33,25.90,26.30,34.85
79.60,3.06,29.00,27.10,26.20,35.14
86.40,1.55,30.35,28.90,25.90,35.44
87.90,0.93,30.79,29.20,25.80,35.44
89.30,3.24,28.54,28.80,25.30,34.80
89.90,4.88,26.06,27.50,24.40,33.48
88.10,3.86,27.67,28.10,25.10,34.37
86.10,4.07,27.92,28.10,25.50,34.77
86.50,1.65,30.91,29.60,26.30,36.07
87.00,2.87,29.96,29.60,26.20,35.97
84.60,4.76,27.91,28.30,25.90,35.24
78.50,3.13,29.29,27.20,26.50,35.48
72.60,4.52,28.08,25.60,26.80,35.25
76.90,3.78,28.80,26.80,26.60,35.44
84.90,1.92,30.39,28.90,26.20,35.74
86.80,1.43,30.64,29.20,26.00,35.64
88.50,4.36,27.99,28.90,25.50,35.04
90.10,6.42,25.15,27.70,24.50,33.64
87.70,5.21,26.99,28.30,25.30,34.64
86.20,5.36,27.19,28.30,25.60,34.94
86.00,1.65,31.01,29.60,26.40,36.17
86.00,3.70,29.58,29.60,26.40,36.17
83.40,5.79,27.35,28.20,26.10,35.41
76.20,4.11,28.63,26.70,26.70,35.51
69.90,5.11,27.81,25.10,27.10,35.38
74.40,4.24,28.64,26.40,26.90,35.61
83.60,2.21,30.36,28.80,26.40,35.90
86.00,1.74,30.49,29.10,26.10,35.70
88.30,5.12,27.59,29.00,25.60,35.17
89.60,7.37,24.75,27.90,24.70,33.91
87.50,6.08,26.52,28.40,25.40,34.77
86.00,6.31,26.66,28.40,25.70,35.07
86.00,1.53,31.10,29.60,26.40,36.17
85.00,4.21,29.42,29.60,26.60,36.37
82.60,6.28,27.08,28.10,26.20,35.47
73.30,4.98,28.29,26.30,27.10,35.78
67.40,5.67,27.55,24.60,27.40,35.52
71.60,4.70,28.59,26.00,27.30,35.88
82.40,2.52,30.31,28.70,26.60,36.07
85.80,2.02,30.42,29.20,26.20,35.84
88.40,5.73,27.33,29.20,25.70,35.34
88.90,8.08,24.48,28.00,24.90,34.14
87.10,6.68,26.36,28.60,25.60,35.04
85.50,7.02,26.42,28.60,25.90,35.34
84.70,1.39,31.36,29.50,26.60,36.34
84.00,4.45,29.45,29.60,26.80,36.57
80.80,6.70,27.05,28.00,26.50,35.74
70.60,5.70,27.92,25.80,27.40,35.91
64.20,6.11,27.44,24.00,27.80,35.72
68.60,5.12,28.53,25.50,27.70,36.12
79.90,2.75,30.48,28.50,27.00,36.41
83.70,2.28,30.47,29.00,26.50,36.07
87.30,6.16,27.22,29.20,25.90,35.54
87.30,8.49,24.50,28.00,25.20,34.44
85.50,7.00,26.44,28.60,25.90,35.34
85.10,7.38,26.44,28.80,26.10,35.60
83.70,1.28,31.64,29.50,26.80,36.54
82.20,4.47,29.71,29.50,27.10,36.84
79.60,7.01,27.00,27.90,26.70,35.91
68.90,6.30,27.14,25.00,27.30,35.55
61.90,6.47,26.76,23.00,27.70,35.29
66.30,5.46,27.86,24.50,27.60,35.69
78.60,2.85,29.95,27.70,26.80,35.94
83.70,2.52,29.84,28.50,26.20,35.61
86.90,6.38,26.71,28.70,25.70,35.17
86.60,8.59,24.20,27.60,25.10,34.21
85.40,7.04,26.08,28.20,25.70,35.01
84.40,7.39,26.20,28.40,26.00,35.37
83.20,1.13,31.38,29.00,26.60,36.17
82.10,4.26,29.52,29.10,26.90,36.50
79.10,7.24,26.47,27.40,26.50,35.54
67.60,6.87,26.74,24.70,27.40,35.55
60.70,6.98,26.41,22.70,27.80,35.29
64.50,5.83,27.67,24.10,27.80,35.75
76.70,2.84,29.89,27.20,26.90,35.88
83.70,2.75,29.68,28.50,26.20,35.61
86.10,6.52,26.67,28.60,25.80,35.24
85.70,8.59,24.26,27.50,25.20,34.28
84.50,6.98,26.19,28.10,25.80,35.07
84.90,7.25,26.20,28.40,25.90,35.27
83.40,0.87,31.43,28.90,26.50,36.04
81.30,3.92,29.83,29.00,27.00,36.57
78.50,7.45,26.26,27.20,26.50,35.48
67.30,7.39,26.78,25.00,27.70,35.95
60.50,7.61,26.23,22.90,28.00,35.56
63.50,6.15,27.62,24.00,28.00,35.92
75.20,2.69,30.13,27.00,27.10,36.01
83.50,2.88,29.72,28.60,26.30,35.74
86.40,6.52,26.71,28.70,25.80,35.27
85.30,8.28,24.75,27.70,25.40,34.54
84.60,6.68,26.56,28.30,25.90,35.24
84.80,6.82,26.80,28.70,26.10,35.57
83.30,0.56,31.94,29.20,26.70,36.34
81.70,3.50,30.32,29.30,27.10,36.77
78.70,7.36,26.66,27.60,26.70,35.81
68.90,7.77,26.41,25.30,27.50,35.85
61.30,8.20,25.92,23.20,28.00,35.66
62.70,6.30,27.71,24.00,28.20,36.12
73.40,2.44,30.54,26.80,27.40,36.24
82.90,2.94,30.08,28.90,26.60,36.14
85.70,6.46,27.15,29.00,26.10,35.67
85.10,7.73,25.56,28.10,25.70,34.97
83.80,6.16,27.46,28.70,26.30,35.77
84.20,6.10,27.70,29.00,26.40,35.97
82.20,0.24,32.67,29.50,27.10,36.84
81.50,2.94,31.01,29.60,27.30,37.07
77.30,6.88,27.59,27.90,27.20,36.41
70.20,7.65,26.36,25.50,27.30,35.72
62.10,8.35,25.61,23.20,27.80,35.46
62.20,5.96,27.88,23.80,28.20,36.05
72.00,2.06,30.94,26.60,27.60,36.38
83.00,2.84,30.32,29.10,26.70,36.30
86.00,6.12,27.42,29.10,26.10,35.70
84.90,6.83,26.49,28.40,25.90,35.27
84.20,5.32,28.25,29.00,26.40,35.97
83.90,5.07,28.85,29.40,26.70,36.40
82.10,0.08,33.08,29.80,27.30,37.13
81.90,2.10,31.80,29.90,27.40,37.27
76.50,5.71,28.78,28.10,27.50,36.77
72.20,6.02,27.13,25.60,26.90,35.35
63.40,6.84,26.40,23.30,27.50,35.19
62.10,4.59,28.54,23.50,28.00,35.76
70.40,1.47,31.45,26.30,27.80,36.48
82.30,2.36,30.72,29.00,26.80,36.37
85.80,4.89,28.41,29.20,26.20,35.84
85.00,5.11,27.86,28.60,26.00,35.44
84.30,3.84,29.45,29.20,26.50,36.14
84.00,3.54,30.09,29.60,26.80,36.57
